,index,schoolName,Category,Cohort,year,nrStudents,dropoutperc,lon,lat,district
860,18065,HUMANITIES & ARTS MAGNET HS,All Students,4 year August,2012,124,5.645161,-73.802804,40.709563,Queens
861,18073,HUMANITIES & ARTS MAGNET HS,All Students,4 year June,2012,124,5.645161,-73.802804,40.709563,Queens
862,18112,YOUNG WOMENS LEADERSHIP SCHOOL ASTORIA,All Students,4 year August,2012,76,0.0,-73.79889,40.716282,Queens
863,18116,YOUNG WOMENS LEADERSHIP SCHOOL ASTORIA,All Students,4 year June,2012,76,0.0,-73.79889,40.716282,Queens
864,18128,ACADEMY FOR CAREERS IN TELEVISION AND FILM,All Students,4 year August,2012,129,0.7751937,-73.806184,40.718379,Queens
865,18133,ACADEMY FOR CAREERS IN TELEVISION AND FILM,All Students,4 year June,2012,129,0.7751937,-73.806184,40.718379,Queens
866,18149,WILLIAM CULLEN BRYANT HS,All Students,4 year August,2012,643,11.97511,-73.8558027832,40.70851925,Queens
867,18157,WILLIAM CULLEN BRYANT HS,All Students,4 year June,2012,643,11.97511,-73.8558027832,40.70851925,Queens
868,18196,LONG ISLAND CITY HS,All Students,4 year August,2012,468,14.10256,-73.798337,40.700839,Queens
869,18204,LONG ISLAND CITY HS,All Students,4 year June,2012,468,14.10256,-73.798337,40.700839,Queens
870,18243,FRANK SINATRA SCHOOL OF THE ARTS HS,All Students,4 year August,2012,172,0.5813953,-73.7941814,40.7006056,Queens
871,18251,FRANK SINATRA SCHOOL OF THE ARTS HS,All Students,4 year June,2012,172,0.5813953,-73.7941814,40.7006056,Queens
872,18290,INFORMATION TECHNOLOGY HS,All Students,4 year August,2012,212,11.32075,-73.8041299,40.7083426,Queens
873,18298,INFORMATION TECHNOLOGY HS,All Students,4 year June,2012,212,11.32075,-73.8041299,40.7083426,Queens
874,18337,NEWCOMERS HS,All Students,4 year August,2012,246,14.63414,-73.746309,40.698206,Queens
875,18345,NEWCOMERS HS,All Students,4 year June,2012,246,14.63414,-73.746309,40.698206,Queens
876,18384,ACADEMY OF AMERICAN STUDIES,All Students,4 year August,2012,213,2.347417,-73.7525281,40.680817,Queens
877,18392,ACADEMY OF AMERICAN STUDIES,All Students,4 year June,2012,213,2.347417,-73.7525281,40.680817,Queens
878,18431,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,All Students,4 year August,2012,78,0.0,-73.75276375,40.70571435,Queens
879,18439,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,All Students,4 year June,2012,78,0.0,-73.75276375,40.70571435,Queens
880,18475,CSI HS FOR INTERNATIONAL STUDIES,All Students,4 year August,2012,126,0.0,-73.7525281,40.680817,Queens
881,18483,CSI HS FOR INTERNATIONAL STUDIES,All Students,4 year June,2012,126,0.0,-73.7525281,40.680817,Queens
882,18510,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,All Students,4 year August,2012,113,2.654867,-73.7525281,40.680817,Queens
883,18516,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,All Students,4 year June,2012,113,2.654867,-73.7525281,40.680817,Queens
884,18533,MICHAEL J PETRIDES SCHOOL,All Students,4 year August,2012,109,0.0,-73.7525281,40.680817,Queens
885,18541,MICHAEL J PETRIDES SCHOOL,All Students,4 year June,2012,109,0.0,-73.7525281,40.680817,Queens
886,18580,NEW DORP HS,All Students,4 year August,2012,648,4.938271,-73.7709482997,40.7116032,Queens
887,18588,NEW DORP HS,All Students,4 year June,2012,648,4.938271,-73.7709482997,40.7116032,Queens
888,18627,PORT RICHMOND HS,All Students,4 year August,2012,397,15.36523,-73.897334,40.8452,Bronx
889,18635,PORT RICHMOND HS,All Students,4 year June,2012,397,15.36523,-73.897334,40.8452,Bronx
890,18674,CURTIS HS,All Students,4 year August,2012,549,11.4754,-73.7525281,40.680817,Queens
891,18682,CURTIS HS,All Students,4 year June,2012,549,11.4754,-73.7525281,40.680817,Queens
892,18721,TOTTENVILLE HS,All Students,4 year August,2012,974,3.490759,-73.7357619,40.695726,Queens
893,18729,TOTTENVILLE HS,All Students,4 year June,2012,974,3.490759,-73.7357619,40.695726,Queens
894,18768,SUSAN E WAGNER HS,All Students,4 year August,2012,929,5.597416,-73.7357619,40.695726,Queens
895,18776,SUSAN E WAGNER HS,All Students,4 year June,2012,929,5.597416,-73.7357619,40.695726,Queens
896,18815,CONCORD HS,All Students,4 year August,2012,98,11.22448,-73.7357619,40.695726,Queens
897,18823,CONCORD HS,All Students,4 year June,2012,98,11.22448,-73.7357619,40.695726,Queens
898,18862,RALPH R MCKEE CAREER AND TECHNICAL EDUCATION HS,All Students,4 year August,2012,146,8.219178,-73.7357619,40.695726,Queens
899,18870,RALPH R MCKEE CAREER AND TECHNICAL EDUCATION HS,All Students,4 year June,2012,146,8.219178,-73.7357619,40.695726,Queens
900,18909,STATEN ISLAND TECHNICAL HS,All Students,4 year August,2012,310,0.0,-73.9243065914,40.7713666,Queens
901,18917,STATEN ISLAND TECHNICAL HS,All Students,4 year June,2012,310,0.0,-73.9243065914,40.7713666,Queens
902,18956,BROOKLYN SCHOOL FOR MATH AND RESEARCH,All Students,4 year August,2012,58,10.34482,-73.959326,40.742852,Queens
903,18959,BROOKLYN SCHOOL FOR MATH AND RESEARCH,All Students,4 year June,2012,58,10.34482,-73.959326,40.742852,Queens
904,18970,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,All Students,4 year August,2012,80,20.0,-73.910702,40.75763,Queens
905,18978,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,All Students,4 year June,2012,80,20.0,-73.910702,40.75763,Queens
906,19017,EBC HS FOR PUBLIC SERVICE IN BUSHWICK,All Students,4 year August,2012,121,7.438016,-73.9251900034,40.75609495,Queens
907,19025,EBC HS FOR PUBLIC SERVICE IN BUSHWICK,All Students,4 year June,2012,121,7.438016,-73.9251900034,40.75609495,Queens
908,19064,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,All Students,4 year August,2012,99,7.070707,-73.9464428,40.7486237,Queens
909,19072,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,All Students,4 year June,2012,99,7.070707,-73.9464428,40.7486237,Queens
910,19108,ACADEMY OF URBAN PLANNING,All Students,4 year August,2012,75,14.66666,-73.9368786,40.7514099,Queens
911,19116,ACADEMY OF URBAN PLANNING,All Students,4 year June,2012,75,14.66666,-73.9368786,40.7514099,Queens
912,19155,ALL CITY LEADERSHIP SECONDARY SCHOOL,All Students,4 year August,2012,37,0.0,-73.9374695,40.7512454,Queens
913,19163,ALL CITY LEADERSHIP SECONDARY SCHOOL,All Students,4 year June,2012,37,0.0,-73.9374695,40.7512454,Queens
914,19199,BUSHWICK LEADERS HS FOR ACADEMIC EXCELLENCE,All Students,4 year August,2012,70,10.0,-73.9269658449,40.75499815,Queens
915,19207,BUSHWICK LEADERS HS FOR ACADEMIC EXCELLENCE,All Students,4 year June,2012,70,10.0,-73.9269658449,40.75499815,Queens
916,19243,BUSHWICK COMMUNITY HS,All Students,4 year August,2012,84,21.42857,-74.1592209865,40.5817018,Staten Island
917,19251,BUSHWICK COMMUNITY HS,All Students,4 year June,2012,84,21.42857,-74.1592209865,40.5817018,Staten Island
